id,edad,educacion,tipo_empleo,ingreso_mensual_mxn,gasto_fijo_mxn,gasto_variable_mxn,ahorro_mensual_mxn,porcentaje_ahorro,deuda_total_mxn,uso_tarjeta_credito_pct,score_financiero,fecha_generacion,ingreso_mensual_bracket
user_1563,45,Licenciatura,Pensionado,2448.01,1053.4,565.47,1244.22,50.83,1762.72,43.74,61.39,2025-11-26,<8k
user_1564,20,Preparatoria,Empleado formal,24805.78,14799.12,7869.97,2323.11,9.37,0.0,47.74,41.52,2025-11-26,15k-30k
user_1565,19,Secundaria,Freelance/Independiente,22377.04,10382.27,4622.34,7482.52,33.44,4923.18,4.19,79.61,2025-11-26,15k-30k
user_1566,68,Preparatoria,Freelance/Independiente,10971.66,4167.48,3581.73,3738.64,34.08,0.0,69.87,59.97,2025-11-26,8k-15k
user_1567,46,Preparatoria,Empleado formal,14001.13,7284.13,3730.2,3948.56,28.2,0.0,51.4,55.19,2025-11-26,8k-15k
user_1568,51,Preparatoria,Empleado formal,19171.07,5936.55,1717.44,11040.56,57.59,0.0,57.02,82.63,2025-11-26,15k-30k
user_1569,31,Posgrado,Empleado formal,4474.8,1720.92,468.58,2824.36,63.12,1844.03,90.65,81.21,2025-11-26,<8k
user_1570,50,Preparatoria,Empleado formal,9224.91,3426.46,1872.3,3883.04,42.09,28825.29,21.82,75.25,2025-11-26,8k-15k
user_1571,65,Secundaria,Empleado formal,23294.8,9344.3,4400.65,9485.01,40.72,0.0,36.22,62.75,2025-11-26,15k-30k
user_1572,64,Posgrado,Desempleado,5552.47,2907.4,1722.6,154.2,2.78,1142.96,49.8,44.4,2025-11-26,<8k
user_1573,35,Licenciatura,Freelance/Independiente,16407.45,6882.28,4155.32,5227.46,31.86,12146.72,11.94,66.9,2025-11-26,15k-30k
user_1574,46,Preparatoria,Desempleado,5168.78,2728.63,960.6,980.92,18.98,844.5,34.37,60.91,2025-11-26,<8k
user_1575,19,Preparatoria,Desempleado,18518.05,8365.92,2032.65,7887.55,42.59,0.0,54.79,62.26,2025-11-26,15k-30k
user_1576,28,Licenciatura,Freelance/Independiente,13030.54,4817.71,1686.06,5977.68,45.87,5954.33,30.24,71.1,2025-11-26,8k-15k
user_1577,48,Preparatoria,Empleado formal,4313.08,2301.0,1084.42,703.21,16.3,9192.04,79.27,52.05,2025-11-26,<8k
user_1578,66,Licenciatura,Empleado formal,30191.56,10065.91,5984.08,13938.51,46.17,0.0,0.0,82.09,2025-11-26,30k-60k
user_1579,30,Preparatoria,Empleado formal,7988.72,2624.57,1839.2,3573.33,44.73,0.0,73.68,70.28,2025-11-26,<8k
user_1580,61,Preparatoria,Freelance/Independiente,7576.63,3232.01,831.44,2705.81,35.71,0.0,59.84,51.32,2025-11-26,<8k
user_1581,43,Licenciatura,Empleado formal,15373.47,5246.92,4335.58,5068.21,32.97,0.0,22.94,62.7,2025-11-26,15k-30k
user_1582,51,Preparatoria,Freelance/Independiente,29853.17,7558.24,10400.5,12075.39,40.45,1441.17,12.27,62.5,2025-11-26,15k-30k
user_1583,67,Secundaria,Pensionado,6561.17,3129.05,920.39,2113.01,32.2,12630.32,0.0,70.04,2025-11-26,<8k
user_1584,27,Licenciatura,Empleado formal,13949.18,5982.56,3097.14,5406.74,38.76,1541.54,16.14,74.23,2025-11-26,8k-15k
user_1585,29,Secundaria,Empleado formal,18036.84,7321.72,7060.24,3767.51,20.89,0.0,71.42,54.01,2025-11-26,15k-30k
user_1586,66,Preparatoria,Freelance/Independiente,21702.31,12770.49,3616.36,5618.84,25.89,3592.83,38.32,57.23,2025-11-26,15k-30k
user_1587,39,Licenciatura,Empleado formal,15116.0,6800.99,3903.95,5116.41,33.85,824.76,74.89,59.92,2025-11-26,15k-30k
user_1588,63,Licenciatura,Empleado formal,10332.82,5705.79,842.83,3629.34,35.12,9502.51,21.4,66.86,2025-11-26,8k-15k
user_1589,48,Preparatoria,Freelance/Independiente,7485.23,2236.64,1961.92,2999.43,40.07,5839.13,61.21,59.42,2025-11-26,<8k
user_1590,36,Licenciatura,Freelance/Independiente,14190.11,6374.51,1154.67,7096.78,50.01,0.0,18.48,64.63,2025-11-26,8k-15k
user_1591,62,Secundaria,Empleado formal,6307.55,3493.08,2433.03,636.2,10.09,4158.48,11.03,39.58,2025-11-26,<8k
user_1592,41,Licenciatura,Desempleado,1728.58,784.93,519.41,330.57,19.12,1179.01,36.79,64.74,2025-11-26,<8k
user_1593,42,Licenciatura,Empleado formal,18134.87,9091.1,5909.35,3830.15,21.12,11119.89,20.05,62.02,2025-11-26,15k-30k
user_1594,52,Licenciatura,Freelance/Independiente,25153.55,9563.76,7456.43,8027.24,31.91,526.12,0.0,68.49,2025-11-26,15k-30k
user_1595,25,Licenciatura,Freelance/Independiente,2555.36,721.52,655.21,1195.02,46.77,0.0,34.53,78.79,2025-11-26,<8k
user_1596,22,Preparatoria,Empleado formal,6589.21,2703.32,1367.06,2529.44,38.39,0.0,43.19,56.09,2025-11-26,<8k
user_1597,39,Secundaria,Empleado formal,20607.45,7997.09,7221.48,4921.58,23.88,3181.82,78.05,41.98,2025-11-26,15k-30k
user_1598,45,Preparatoria,Desempleado,56401.26,31216.47,21708.42,3515.16,6.23,7446.88,68.1,48.99,2025-11-26,30k-60k
user_1599,29,Preparatoria,Empleado formal,13555.61,4546.53,3045.44,6662.02,49.15,481.98,76.6,68.97,2025-11-26,8k-15k
user_1600,50,Secundaria,Empleado formal,8025.65,4721.95,3017.94,508.24,6.33,0.0,61.61,34.88,2025-11-26,8k-15k
user_1601,33,Posgrado,Empleado formal,11754.28,6880.35,2987.54,1901.92,16.18,5598.05,49.98,55.6,2025-11-26,8k-15k
user_1602,43,Licenciatura,Empleado formal,34975.86,11775.36,8339.45,14780.17,42.26,15239.74,3.13,68.01,2025-11-26,30k-60k
user_1603,29,Secundaria,Desempleado,8500.03,3160.47,1777.09,3727.9,43.86,8510.77,44.5,61.81,2025-11-26,8k-15k
user_1604,40,Licenciatura,Empleado formal,7635.51,4302.19,941.08,2767.12,36.24,0.0,57.9,60.0,2025-11-26,<8k
user_1605,66,Licenciatura,Freelance/Independiente,9528.85,5605.99,488.85,3738.63,39.23,0.0,83.72,44.15,2025-11-26,8k-15k
user_1606,43,Preparatoria,Empleado formal,6854.56,2777.49,922.12,2989.02,43.61,1515.86,60.59,61.6,2025-11-26,<8k
user_1607,58,Preparatoria,Freelance/Independiente,14557.61,5274.93,3325.0,6120.07,42.04,20079.93,77.21,58.34,2025-11-26,8k-15k
user_1608,30,Preparatoria,Empleado formal,41659.09,18085.58,7623.03,16190.45,38.86,15717.43,9.04,72.42,2025-11-26,30k-60k
user_1609,40,Secundaria,Empleado formal,16750.03,8219.56,3466.75,4560.12,27.22,1417.26,30.21,59.48,2025-11-26,15k-30k
user_1610,48,Licenciatura,Pensionado,11196.46,3870.8,4402.75,3007.03,26.86,101.29,52.88,62.61,2025-11-26,8k-15k
user_1611,53,Posgrado,Empleado formal,10891.44,5530.3,1879.81,2400.68,22.04,0.0,74.83,35.69,2025-11-26,8k-15k
user_1612,44,Preparatoria,Empleado formal,4472.78,1199.06,931.52,2583.47,57.76,0.0,35.64,69.44,2025-11-26,<8k
user_1613,53,Licenciatura,Pensionado,24789.53,6625.08,2397.9,16096.72,64.93,0.0,37.53,82.6,2025-11-26,15k-30k
user_1614,64,Preparatoria,Freelance/Independiente,12651.28,4873.28,844.92,7306.85,57.76,5620.9,60.61,70.65,2025-11-26,8k-15k
user_1615,59,Licenciatura,Freelance/Independiente,11774.18,4400.19,3784.14,3392.33,28.81,8530.94,6.22,69.69,2025-11-26,8k-15k
user_1616,40,Licenciatura,Empleado formal,124888.34,45018.7,31189.5,48834.66,39.1,9782.59,88.22,48.09,2025-11-26,>60k
user_1617,55,Secundaria,Empleado formal,16467.22,6946.81,5207.7,5024.69,30.51,0.0,13.63,69.01,2025-11-26,15k-30k
user_1618,20,Licenciatura,Empleado formal,7893.12,2859.34,808.67,4931.99,62.48,343.46,0.0,76.77,2025-11-26,<8k
user_1619,47,Secundaria,Pensionado,9912.48,3145.13,2479.51,4273.25,43.11,1979.42,40.3,62.37,2025-11-26,8k-15k
user_1620,49,Secundaria,Pensionado,29849.16,10695.38,4142.31,15081.13,50.52,47330.38,90.95,73.07,2025-11-26,15k-30k
user_1621,32,Licenciatura,Empleado formal,14462.14,8550.26,1877.5,4589.84,31.74,0.0,57.59,68.24,2025-11-26,8k-15k
user_1622,55,Preparatoria,Empleado formal,4881.49,1922.77,263.77,1944.55,39.84,4634.96,62.53,70.89,2025-11-26,<8k
user_1623,28,Preparatoria,Empleado formal,25424.29,10313.35,2431.05,12518.35,49.24,4588.84,41.24,84.76,2025-11-26,15k-30k
user_1624,19,Licenciatura,Empleado formal,8369.08,3781.07,1324.36,3931.44,46.98,4907.18,35.43,78.8,2025-11-26,8k-15k
user_1625,43,Secundaria,Empleado formal,49578.3,29457.9,4507.04,16100.96,32.48,170.76,0.0,60.67,2025-11-26,30k-60k
user_1626,51,Preparatoria,Freelance/Independiente,28453.7,9519.48,11240.65,7878.2,27.69,0.0,0.0,64.84,2025-11-26,15k-30k
user_1627,18,Preparatoria,Desempleado,9768.07,4771.2,1543.56,2700.39,27.65,2848.45,45.89,56.71,2025-11-26,8k-15k
user_1628,28,Preparatoria,Freelance/Independiente,32751.74,16395.35,3131.5,13199.93,40.3,13874.31,79.38,76.41,2025-11-26,30k-60k
user_1629,22,Secundaria,Freelance/Independiente,14009.61,6480.33,1676.65,5557.67,39.67,3156.46,50.32,72.53,2025-11-26,8k-15k
user_1630,43,Secundaria,Freelance/Independiente,24268.67,6819.55,6205.4,11409.24,47.01,413.31,58.71,66.31,2025-11-26,15k-30k
user_1631,23,Licenciatura,Freelance/Independiente,18756.83,9132.8,1358.28,7861.08,41.91,0.0,87.51,68.35,2025-11-26,15k-30k
user_1632,52,Posgrado,Empleado formal,7387.54,2012.61,2599.32,2262.75,30.63,0.0,49.86,51.7,2025-11-26,<8k
user_1633,69,Secundaria,Empleado formal,8514.41,3905.13,3291.03,285.82,3.36,692.19,36.32,49.8,2025-11-26,8k-15k
user_1634,22,Preparatoria,Empleado formal,27473.37,13979.92,3746.31,10358.04,37.7,0.0,15.44,60.74,2025-11-26,15k-30k
user_1635,69,Licenciatura,Freelance/Independiente,10568.75,3422.58,2193.37,4752.91,44.97,5715.89,100.67,50.59,2025-11-26,8k-15k
user_1636,26,Posgrado,Pensionado,10071.31,5484.51,581.59,4083.78,40.55,0.0,55.8,70.19,2025-11-26,8k-15k
user_1637,45,Preparatoria,Empleado formal,6845.96,1784.22,1877.49,3183.13,46.5,0.0,11.69,78.44,2025-11-26,<8k
user_1638,36,Licenciatura,Desempleado,17971.08,9800.25,3502.1,4135.01,23.01,6364.1,4.86,64.21,2025-11-26,15k-30k
user_1639,22,Preparatoria,Empleado formal,56600.18,23269.19,8179.88,24521.58,43.32,0.0,77.59,62.62,2025-11-26,30k-60k
user_1640,40,Posgrado,Freelance/Independiente,6327.92,2063.89,774.49,2986.88,47.2,3366.38,8.88,63.84,2025-11-26,<8k
user_1641,61,Secundaria,Desempleado,13588.15,4033.27,3789.84,5403.46,39.77,6879.61,95.62,52.18,2025-11-26,8k-15k
user_1642,61,Posgrado,Freelance/Independiente,35902.22,20954.6,7025.2,8105.72,22.58,163.61,0.0,54.5,2025-11-26,30k-60k
user_1643,33,Preparatoria,Desempleado,12635.32,3480.18,1426.28,7331.0,58.02,3406.04,82.68,69.1,2025-11-26,8k-15k
user_1644,24,Posgrado,Empleado formal,18336.71,5861.93,5339.43,8008.6,43.68,0.0,54.61,73.91,2025-11-26,15k-30k
user_1645,31,Preparatoria,Empleado formal,6350.73,2360.81,1573.55,2929.95,46.14,12033.9,43.56,76.1,2025-11-26,<8k
user_1646,39,Preparatoria,Empleado formal,18030.41,8421.68,6320.29,3692.62,20.48,2498.42,34.74,45.22,2025-11-26,15k-30k
user_1647,26,Licenciatura,Empleado formal,11719.38,5164.5,1067.83,5427.22,46.31,3093.75,96.72,58.63,2025-11-26,8k-15k
user_1648,64,Licenciatura,Desempleado,26635.79,7830.26,8656.19,10906.48,40.95,489.76,61.21,59.31,2025-11-26,15k-30k
user_1649,40,Licenciatura,Empleado formal,30673.99,10778.99,8764.51,11021.49,35.93,10099.05,12.9,48.95,2025-11-26,30k-60k
user_1650,60,Preparatoria,Freelance/Independiente,81854.17,27303.53,7387.65,47147.36,57.6,6328.34,0.0,82.76,2025-11-26,>60k
user_1651,21,Licenciatura,Freelance/Independiente,20045.16,6509.47,5876.99,7743.69,38.63,5815.82,45.32,63.05,2025-11-26,15k-30k
user_1652,60,Posgrado,Empleado formal,16781.92,6610.41,3432.6,7089.82,42.25,0.0,39.97,66.34,2025-11-26,15k-30k
user_1653,43,Secundaria,Empleado formal,15307.05,7598.59,5828.08,2198.83,14.36,0.0,0.0,66.6,2025-11-26,15k-30k
user_1654,58,Licenciatura,Empleado formal,10433.57,3402.48,1038.81,5754.72,55.16,3898.39,38.34,74.36,2025-11-26,8k-15k
user_1655,23,Licenciatura,Empleado formal,16931.63,6405.87,4656.06,5603.2,33.09,0.0,22.78,61.25,2025-11-26,15k-30k
user_1656,48,Licenciatura,Empleado formal,10864.1,4202.46,1995.66,4985.93,45.89,0.0,40.28,72.92,2025-11-26,8k-15k
user_1657,34,Licenciatura,Empleado formal,15031.79,8895.21,5785.51,708.69,4.71,0.0,61.78,53.59,2025-11-26,15k-30k
user_1658,26,Licenciatura,Empleado formal,33601.24,19627.6,5560.71,8216.25,24.45,1660.62,84.78,55.82,2025-11-26,30k-60k
user_1659,44,Licenciatura,Freelance/Independiente,6603.93,3500.4,2554.17,-244.23,-3.7,25747.79,67.27,46.17,2025-11-26,<8k
user_1660,23,Licenciatura,Freelance/Independiente,29670.69,9927.24,10845.23,8794.56,29.64,5051.21,18.36,61.96,2025-11-26,15k-30k
user_1661,23,Posgrado,Freelance/Independiente,33589.89,9197.35,4858.24,19846.06,59.08,3641.51,51.07,73.86,2025-11-26,30k-60k
user_1662,21,Licenciatura,Empleado formal,12299.97,4439.26,4074.24,4689.18,38.12,32282.22,41.89,65.61,2025-11-26,8k-15k
user_1663,69,Licenciatura,Pensionado,3025.11,1038.76,1205.39,181.98,6.02,180.7,0.04,47.73,2025-11-26,<8k
user_1664,60,Secundaria,Desempleado,8730.03,3728.37,1208.52,3579.85,41.01,1120.61,51.95,61.33,2025-11-26,8k-15k
user_1665,20,Preparatoria,Pensionado,33120.12,17295.48,6719.15,8910.79,26.9,1841.97,95.7,63.52,2025-11-26,30k-60k
user_1666,41,Licenciatura,Empleado formal,13147.57,7236.59,3051.07,3537.81,26.91,8350.04,40.97,73.4,2025-11-26,8k-15k
user_1667,35,Licenciatura,Desempleado,6637.49,3622.09,1017.04,1980.89,29.84,8525.25,0.0,76.04,2025-11-26,<8k
user_1668,49,Preparatoria,Freelance/Independiente,9383.03,3526.95,519.28,4883.14,52.04,1054.47,40.91,62.66,2025-11-26,8k-15k
user_1669,65,Secundaria,Empleado formal,24063.08,11803.71,3057.1,9481.62,39.4,9872.86,3.59,59.39,2025-11-26,15k-30k
user_1670,38,Preparatoria,Empleado formal,19588.8,7042.02,2912.42,9432.04,48.15,1837.24,65.91,59.15,2025-11-26,15k-30k
user_1671,65,Licenciatura,Freelance/Independiente,11302.14,3066.46,2319.88,5303.61,46.93,12758.69,55.75,68.81,2025-11-26,8k-15k
user_1672,46,Licenciatura,Empleado formal,10334.29,5121.14,1135.59,3631.17,35.14,863.36,34.87,44.42,2025-11-26,8k-15k
user_1673,49,Posgrado,Empleado formal,10155.49,2573.8,3611.69,4837.02,47.63,2570.94,30.07,66.68,2025-11-26,8k-15k
user_1674,42,Preparatoria,Empleado formal,7004.53,2754.28,2078.38,2363.97,33.75,1655.4,33.63,73.36,2025-11-26,<8k
user_1675,29,Preparatoria,Freelance/Independiente,41388.69,15118.57,3303.65,23020.35,55.62,10585.46,40.25,80.66,2025-11-26,30k-60k
user_1676,63,Preparatoria,Desempleado,10661.3,5252.63,2958.86,2324.86,21.81,1591.87,16.83,55.66,2025-11-26,8k-15k
user_1677,26,Preparatoria,Empleado formal,31319.96,16229.56,8731.37,6505.1,20.77,2832.92,0.0,57.35,2025-11-26,30k-60k
user_1678,24,Licenciatura,Freelance/Independiente,38751.36,13812.27,14906.77,10172.44,26.25,5476.24,74.16,59.68,2025-11-26,30k-60k
user_1679,31,Preparatoria,Empleado formal,26871.4,14351.19,1371.98,11294.31,42.03,5734.81,28.44,74.71,2025-11-26,15k-30k
user_1680,37,Secundaria,Freelance/Independiente,9876.03,3484.96,1350.81,5097.68,51.62,8641.6,45.01,67.56,2025-11-26,8k-15k
user_1681,37,Preparatoria,Empleado formal,17722.87,7199.28,6641.24,4316.75,24.36,3840.47,48.56,55.68,2025-11-26,15k-30k
user_1682,27,Preparatoria,Desempleado,13135.36,6626.22,4942.14,1578.55,12.02,1804.61,49.66,47.08,2025-11-26,8k-15k
user_1683,28,Secundaria,Empleado formal,7096.87,3495.37,2144.71,967.82,13.64,1959.34,4.79,47.02,2025-11-26,<8k
user_1684,56,Preparatoria,Empleado formal,16765.05,9984.91,5331.57,1142.36,6.81,0.0,0.0,51.87,2025-11-26,15k-30k
user_1685,36,Preparatoria,Empleado formal,5852.78,1924.43,480.04,2458.8,42.01,4021.91,22.34,66.69,2025-11-26,<8k
user_1686,36,Preparatoria,Freelance/Independiente,30680.29,14782.11,7052.07,9859.52,32.14,2498.37,51.87,52.06,2025-11-26,30k-60k
user_1687,60,Preparatoria,Pensionado,9650.53,4471.95,1264.74,4345.22,45.03,3050.45,18.16,75.22,2025-11-26,8k-15k
user_1688,23,Licenciatura,Empleado formal,15379.82,8770.87,1744.48,4449.43,28.93,482.65,29.35,64.91,2025-11-26,15k-30k
user_1689,25,Posgrado,Empleado formal,16289.92,4963.97,5434.42,5750.61,35.3,0.0,103.82,62.14,2025-11-26,15k-30k
user_1690,18,Preparatoria,Freelance/Independiente,11145.23,5718.94,1084.02,4023.83,36.1,3704.62,0.0,62.67,2025-11-26,8k-15k
user_1691,40,Licenciatura,Desempleado,20144.48,9042.74,4311.48,7561.53,37.54,9919.37,17.35,53.14,2025-11-26,15k-30k
user_1692,57,Posgrado,Empleado formal,9581.29,3316.4,3626.54,1928.41,20.13,0.0,96.9,53.65,2025-11-26,8k-15k
user_1693,54,Preparatoria,Empleado formal,24585.4,10228.81,2828.33,11585.5,47.12,370.16,38.66,65.04,2025-11-26,15k-30k
user_1694,27,Secundaria,Empleado formal,5207.29,1910.15,2042.81,1200.07,23.05,1938.88,18.82,53.4,2025-11-26,<8k
user_1695,19,Preparatoria,Empleado formal,14595.46,6608.24,5809.0,2591.64,17.76,2345.1,75.06,42.57,2025-11-26,8k-15k
user_1696,53,Preparatoria,Empleado formal,51909.15,29128.83,12690.02,10038.3,19.34,0.0,41.66,53.58,2025-11-26,30k-60k
user_1697,19,Licenciatura,Empleado formal,6632.71,2979.79,726.61,2047.21,30.87,248.56,29.55,73.52,2025-11-26,<8k
user_1698,32,Secundaria,Empleado formal,8313.02,3916.29,1335.38,2935.79,35.32,3131.96,45.77,59.54,2025-11-26,8k-15k
user_1699,37,Licenciatura,Freelance/Independiente,19143.83,8261.74,3801.44,6594.57,34.45,0.0,20.26,57.57,2025-11-26,15k-30k
user_1700,59,Secundaria,Pensionado,15149.26,4058.61,2397.57,8732.87,57.65,0.0,9.48,82.44,2025-11-26,15k-30k
user_1701,38,Posgrado,Desempleado,17076.2,5660.77,2531.08,9601.44,56.23,0.0,36.59,75.67,2025-11-26,15k-30k
user_1702,47,Posgrado,Freelance/Independiente,18815.4,7943.87,7343.28,2658.54,14.13,1404.67,9.67,41.26,2025-11-26,15k-30k
user_1703,41,Posgrado,Freelance/Independiente,20833.24,7470.43,2159.94,10802.76,51.85,0.0,40.32,76.53,2025-11-26,15k-30k
user_1704,19,Licenciatura,Empleado formal,29050.47,9110.73,8908.76,10754.63,37.02,0.0,50.63,78.35,2025-11-26,15k-30k
user_1705,55,Secundaria,Freelance/Independiente,17798.56,7590.13,892.48,9125.13,51.27,1270.5,65.59,50.87,2025-11-26,15k-30k
user_1706,39,Licenciatura,Empleado formal,11283.76,4095.82,2918.7,4639.3,41.11,6770.58,73.84,54.51,2025-11-26,8k-15k
user_1707,46,Preparatoria,Freelance/Independiente,21392.63,7280.72,7927.68,6097.46,28.5,1234.05,27.83,41.53,2025-11-26,15k-30k
user_1708,31,Licenciatura,Pensionado,50509.53,20829.87,7615.67,22271.89,44.09,1008.79,54.98,66.02,2025-11-26,30k-60k
user_1709,22,Preparatoria,Desempleado,12175.2,3611.77,1399.35,6851.19,56.27,0.0,54.78,79.59,2025-11-26,8k-15k
user_1710,41,Preparatoria,Empleado formal,6753.59,3881.36,1878.09,1109.1,16.42,9441.67,49.83,53.94,2025-11-26,<8k
user_1711,43,Posgrado,Freelance/Independiente,28997.26,16055.66,8682.08,4648.42,16.03,0.0,25.62,65.2,2025-11-26,15k-30k
user_1712,19,Secundaria,Desempleado,12280.07,6111.39,3571.18,2231.35,18.17,1190.68,9.16,63.98,2025-11-26,8k-15k
user_1713,63,Secundaria,Empleado formal,2919.39,838.38,472.24,1999.45,68.49,3987.64,55.06,90.63,2025-11-26,<8k
user_1714,62,Preparatoria,Freelance/Independiente,24177.92,12610.16,3343.1,8250.85,34.13,0.0,0.0,75.19,2025-11-26,15k-30k
user_1715,51,Licenciatura,Empleado formal,9184.48,4893.35,3532.09,1281.77,13.96,498.4,31.96,50.96,2025-11-26,8k-15k
user_1716,40,Licenciatura,Desempleado,12539.35,6504.38,4679.12,1255.14,10.01,11971.43,0.0,55.45,2025-11-26,8k-15k
user_1717,58,Licenciatura,Empleado formal,16854.72,4885.98,3540.52,8618.84,51.14,0.0,0.0,69.49,2025-11-26,15k-30k
user_1718,52,Licenciatura,Empleado formal,15265.49,7256.72,5284.42,2704.05,17.71,5314.97,13.69,55.86,2025-11-26,15k-30k
user_1719,32,Secundaria,Freelance/Independiente,21952.06,11898.32,4572.9,5432.73,24.75,15185.16,72.9,55.5,2025-11-26,15k-30k
user_1720,20,Preparatoria,Empleado formal,9849.34,4452.63,1955.45,3570.73,36.25,5129.42,60.64,61.46,2025-11-26,8k-15k
user_1721,29,Licenciatura,Empleado formal,19133.08,9111.99,2006.43,8283.06,43.29,5106.64,23.38,78.7,2025-11-26,15k-30k
user_1722,55,Licenciatura,Empleado formal,11140.22,4572.25,2219.6,3723.59,33.42,19326.16,61.88,58.18,2025-11-26,8k-15k
user_1723,68,Preparatoria,Freelance/Independiente,22407.87,9748.49,5335.22,8040.98,35.88,0.0,66.63,54.75,2025-11-26,15k-30k
user_1724,34,Secundaria,Empleado formal,20552.9,5385.52,1189.53,13048.02,63.49,0.0,35.18,72.14,2025-11-26,15k-30k
user_1725,55,Secundaria,Freelance/Independiente,6940.94,3287.49,1425.94,1885.1,27.16,6373.05,0.0,68.15,2025-11-26,<8k
user_1726,44,Secundaria,Freelance/Independiente,28572.14,7957.53,9242.36,11325.12,39.64,0.0,33.76,56.62,2025-11-26,15k-30k
user_1727,36,Preparatoria,Empleado formal,9180.4,3692.86,2644.1,3049.62,33.22,5458.81,37.06,61.48,2025-11-26,8k-15k
user_1728,66,Secundaria,Freelance/Independiente,23520.8,8289.42,6404.83,9614.64,40.88,5281.35,3.03,79.43,2025-11-26,15k-30k
user_1729,65,Preparatoria,Empleado formal,17276.48,7617.2,6363.69,2366.44,13.7,0.0,51.01,53.8,2025-11-26,15k-30k
user_1730,38,Secundaria,Empleado formal,48374.52,14352.51,2724.03,31044.13,64.17,0.0,48.39,76.72,2025-11-26,30k-60k
user_1731,57,Licenciatura,Empleado formal,11425.17,5622.04,2798.79,1940.92,16.99,4098.22,53.35,52.9,2025-11-26,8k-15k
user_1732,41,Licenciatura,Empleado formal,10461.72,5526.45,3406.04,1545.04,14.77,1765.96,48.37,45.34,2025-11-26,8k-15k
user_1733,41,Preparatoria,Empleado formal,13179.35,4048.35,3156.02,6110.82,46.37,4348.79,61.9,60.99,2025-11-26,8k-15k
user_1734,36,Preparatoria,Empleado formal,10805.11,3095.77,1765.16,6739.58,62.37,7840.65,34.62,76.34,2025-11-26,8k-15k
user_1735,48,Posgrado,Freelance/Independiente,23387.56,7038.03,2284.68,14125.17,60.4,0.0,46.05,77.49,2025-11-26,15k-30k
user_1736,57,Preparatoria,Empleado formal,4309.52,2400.38,1554.22,876.93,20.35,3903.07,28.07,63.99,2025-11-26,<8k
user_1737,37,Posgrado,Desempleado,6389.57,2778.61,1372.27,2530.61,39.61,0.0,22.47,68.21,2025-11-26,<8k
user_1738,32,Secundaria,Empleado formal,6326.72,2616.36,2260.79,1231.95,19.47,5259.73,80.15,61.17,2025-11-26,<8k
user_1739,57,Licenciatura,Empleado formal,25983.46,7466.32,6627.04,11185.62,43.05,3793.29,0.0,82.76,2025-11-26,15k-30k
user_1740,52,Preparatoria,Empleado formal,44241.98,21118.67,12651.76,10609.05,23.98,944.17,66.3,60.93,2025-11-26,30k-60k
user_1741,65,Secundaria,Empleado formal,12417.79,6876.97,4116.39,678.38,5.46,6669.04,21.38,59.16,2025-11-26,8k-15k
user_1742,52,Posgrado,Freelance/Independiente,11870.66,6408.55,3332.15,2777.56,23.4,4430.11,17.5,53.01,2025-11-26,8k-15k
user_1743,50,Posgrado,Empleado formal,14031.17,6582.29,2656.37,4711.48,33.58,13911.73,47.85,53.94,2025-11-26,8k-15k
user_1744,57,Preparatoria,Empleado formal,30131.15,8326.67,6923.29,15478.78,51.37,3153.46,0.0,79.31,2025-11-26,30k-60k
user_1745,58,Posgrado,Empleado formal,6980.34,2019.68,2310.95,2409.6,34.52,337.13,15.52,56.32,2025-11-26,<8k
user_1746,61,Secundaria,Empleado formal,15785.68,4218.85,2853.7,8847.56,56.05,387.55,14.53,74.54,2025-11-26,15k-30k
user_1747,35,Licenciatura,Empleado formal,26440.13,8992.76,4913.7,12638.34,47.8,7207.06,33.36,75.96,2025-11-26,15k-30k
user_1748,34,Secundaria,Empleado formal,18972.88,5644.08,1584.07,11722.21,61.78,0.0,15.88,89.2,2025-11-26,15k-30k
user_1749,25,Preparatoria,Empleado formal,15255.68,5202.44,5646.2,4190.71,27.47,0.0,88.03,53.15,2025-11-26,15k-30k
user_1750,37,Licenciatura,Empleado formal,26922.89,10359.13,2203.98,14556.01,54.07,0.0,93.91,63.09,2025-11-26,15k-30k
user_1751,28,Preparatoria,Empleado formal,2013.72,1168.05,557.55,-174.96,-8.69,2440.1,0.0,47.87,2025-11-26,<8k
user_1752,47,Secundaria,Freelance/Independiente,21472.16,9955.17,4178.87,6733.4,31.36,0.0,56.33,52.53,2025-11-26,15k-30k
user_1753,44,Preparatoria,Empleado formal,8451.9,4582.97,1622.48,2867.86,33.93,1055.25,65.76,59.17,2025-11-26,8k-15k
user_1754,56,Preparatoria,Empleado formal,3709.15,1849.47,1067.65,1155.61,31.16,2925.05,56.29,59.88,2025-11-26,<8k
user_1755,31,Licenciatura,Empleado formal,19107.61,5529.29,1404.08,12207.19,63.89,0.0,20.26,79.72,2025-11-26,15k-30k
user_1756,59,Secundaria,Empleado formal,34946.06,17737.65,9008.99,9031.99,25.85,1907.01,32.68,60.28,2025-11-26,30k-60k
user_1757,32,Licenciatura,Empleado formal,12134.23,4201.9,3885.52,3912.93,32.25,0.0,17.55,58.53,2025-11-26,8k-15k
user_1758,29,Preparatoria,Empleado formal,26030.19,12330.18,8847.0,5514.36,21.18,2270.98,27.39,52.76,2025-11-26,15k-30k
user_1759,37,Preparatoria,Empleado formal,41299.05,15253.25,4529.91,21603.68,52.31,9014.67,3.7,70.55,2025-11-26,30k-60k
